date,time,latitude,longitude,tcwv,reflectance,sza,saa,vza,vaa,am,epsilon,I0,elevation,ssrd_wm2,alpha,beta,C_raw,AM,theta_z,C_sat,CI,W,TL
20220817,6,-9.0,114.0,33.247,0.011,31.969,314.208,28.07,-109.417,1.179,0.977,1329.724,,783.218,1.161,0.103,0.011,1.179,31.969,0.002435306907739,0.0046018894392061,3.3247,4.099286176861542
20220817,6,-9.0,114.75,35.268,0.01,32.497,313.291,27.373,-109.891,1.186,0.977,1329.724,,787.556,1.231,0.104,0.01,1.186,32.497,0.0022276489521743,0.0035718963874844,3.5268,4.139350082425216
20220817,6,-9.0,115.5,35.391,0.008,33.048,312.379,26.66,-110.405,1.193,0.977,1329.724,,700.604,1.238,0.086,0.008,1.193,33.048,0.0017931742982146,0.0014168820346234,3.5391,3.8486970231244357
20220817,6,-9.0,116.25,35.981,0.009,33.592,311.52,25.967,-110.933,1.2,0.977,1329.724,,767.307,1.252,0.072,0.009,1.2,33.592,0.002029806121038,0.002590586806307,3.5981,3.627879271059032
20220817,9,-5.25,110.25,44.496,0.077,66.406,287.075,30.868,-100.293,2.498,0.977,1329.724,0.0,401.6,1.385,0.07,0.077,2.498,66.406,0.0397676912125642,0.1897722400458592,4.4496,3.6694041207475205
20220817,9,-5.25,111.0,42.671,0.025,67.129,286.91,30.12,-100.526,2.573,0.977,1329.724,0.0,381.44,1.243,0.067,0.025,2.573,67.129,0.0133685807444957,0.0588314326984915,4.2671,3.607311756533662
20220817,9,-5.25,111.75,40.867,0.025,67.835,286.754,29.393,-100.765,2.651,0.977,1329.724,,351.022,1.116,0.077,0.025,2.651,67.835,0.0138474347096308,0.0612065704847484,4.0866999999999996,3.755824343989538
20220817,9,-5.25,112.5,41.084,0.023,68.56,286.597,28.647,-101.024,2.736,0.977,1329.724,0.0,384.356,1.069,0.091,0.023,2.736,68.56,0.0132238901522724,0.0581137606775269,4.1084000000000005,3.9857667426276153
20220817,9,-5.25,113.25,43.066,0.012,69.266,286.448,27.921,-101.29,2.825,0.977,1329.724,,361.636,1.028,0.095,0.012,2.825,69.266,0.0071658777214396,0.0280657391893364,4.3066,4.0670596938417205
20220817,9,-5.25,114.0,45.681,0.065,69.992,286.299,27.176,-101.579,2.923,0.977,1329.724,0.0,360.018,0.967,0.099,0.065,2.923,69.992,0.0404180469217722,0.1929980344047134,4.568099999999999,4.150944597512894
20220817,9,-5.25,114.75,47.511,0.038,70.7,286.158,26.451,-101.877,3.026,0.977,1329.724,0.0,339.413,0.914,0.096,0.038,3.026,70.7,0.0246220271689958,0.1146490467823726,4.7511,4.113071051886536
20220817,9,-5.25,115.5,48.306,0.023,71.427,286.016,25.708,-102.201,3.14,0.977,1329.724,,335.964,0.886,0.093,0.023,3.14,71.427,0.0155740443357237,0.0697706339855926,4.8306,4.068363144890408
20220817,9,-5.25,116.25,47.738,0.022,72.136,285.882,24.985,-102.535,3.26,0.977,1329.724,,309.209,0.89,0.09,0.022,3.26,72.136,0.0155792811558119,0.0697966088551289,4.7738,4.0162265093861595
20220817,9,-6.0,110.25,43.97,0.029,66.625,287.382,30.99,-101.713,2.52,0.977,1329.724,0.0,431.431,1.637,0.088,0.029,2.52,66.625,0.0151327655579367,0.0675818708642526,4.397,3.9595626752632
20220817,9,-6.0,111.0,42.558,0.031,67.347,287.207,30.246,-101.977,2.596,0.977,1329.724,0.0,385.902,1.561,0.075,0.031,2.596,67.347,0.016752307542816,0.0756148739190169,4.2558,3.7369222645238
20220817,9,-6.0,111.75,40.054,0.021,68.05,287.041,29.522,-102.247,2.675,0.977,1329.724,0.0,393.156,1.391,0.069,0.021,2.675,68.05,0.0117568184665408,0.0508370173494319,4.0054,3.618517865406184
20220817,9,-6.0,112.5,39.132,0.016,68.773,286.874,28.78,-102.54,2.762,0.977,1329.724,0.0,377.6,1.238,0.073,0.016,2.762,68.773,0.0093028569705002,0.0386652549758636,3.9132,3.6753414945001914
20220817,9,-6.0,113.25,40.345,0.015,69.477,286.715,28.058,-102.84,2.852,0.977,1329.724,0.0,353.387,1.139,0.082,0.015,2.852,69.477,0.0090593891493338,0.0374576433366307,4.0344999999999995,3.8327615397723003
20220817,9,-6.0,114.0,43.22,0.041,70.202,286.556,27.317,-103.166,2.952,0.977,1329.724,0.0,328.462,1.072,0.086,0.041,2.952,70.202,0.0257964513812739,0.1204742451241878,4.322,3.9214000006704
20220817,9,-6.0,114.75,45.343,0.016,70.907,286.405,26.597,-103.501,3.057,0.977,1329.724,0.0,316.089,0.967,0.086,0.016,3.057,70.907,0.0104940886086332,0.0445738189262865,4.5343,3.936364434988244
20220817,9,-6.0,115.5,45.835,0.033,71.633,286.254,25.859,-103.866,3.174,0.977,1329.724,0.0,273.564,0.861,0.083,0.033,3.174,71.633,0.0226342611693902,0.1047896356055895,4.5835,3.890527438777551
20220817,9,-6.0,116.25,45.142,0.021,72.34,286.11,25.141,-104.243,3.296,0.977,1329.724,,335.307,0.814,0.082,0.021,3.296,72.34,0.0150680180018728,0.0672607199953614,4.514200000000001,3.8697036002122083
20220817,9,-6.75,110.25,40.683,0.027,66.854,287.693,31.131,-103.161,2.544,0.977,1329.724,0.0,345.564,1.677,0.141,0.027,2.544,66.854,0.0142467071432361,0.0631869801985932,4.0683,4.796772782525954
20220817,9,-6.75,111.0,41.242,0.026,67.573,287.508,30.391,-103.455,2.621,0.977,1329.724,36.0,392.853,1.679,0.123,0.026,2.621,67.573,0.0142098077730988,0.0630039576182593,4.1242,4.508560993583512
20220817,9,-6.75,111.75,40.046,0.035,68.274,287.332,29.672,-103.756,2.702,0.977,1329.724,0.0,360.302,1.63,0.111,0.035,2.702,68.274,0.0198275579273564,0.0908682578780744,4.0046,4.302305009053496
20220817,9,-6.75,112.5,39.037,0.024,68.995,287.155,28.934,-104.082,2.79,0.977,1329.724,0.0,369.564,1.515,0.099,0.024,2.79,68.995,0.0141217858471214,0.0625673647995091,3.9036999999999997,4.097504266702126
20220817,9,-6.75,113.25,41.683,0.019,69.698,286.986,28.217,-104.416,2.882,0.977,1329.724,0.0,351.147,1.325,0.085,0.019,2.882,69.698,0.0116183464285073,0.0501501896444957,4.1683,3.8930013278454902
20220817,9,-6.75,114.0,43.761,0.035,70.42,286.817,27.481,-104.778,2.984,0.977,1329.724,0.0,359.076,1.224,0.084,0.035,2.984,70.42,0.0223047911172643,0.1031554489281889,4.3761,3.8927650581753444
20220817,9,-6.75,114.75,45.402,0.12,71.124,286.656,26.767,-105.152,3.091,0.977,1329.724,0.0,345.938,1.137,0.083,0.12,3.091,71.124,0.0797486393629939,0.3880795896689747,4.5402000000000005,3.8877465306724717
20220817,9,-6.75,115.5,46.767,0.015,71.847,286.495,26.034,-105.557,3.21,0.977,1329.724,0.0,328.924,1.019,0.075,0.015,3.21,71.847,0.0104278157414301,0.0442451024436878,4.6767,3.7654598474775502
20220817,9,-6.75,116.25,46.849,0.016,72.552,286.341,25.321,-105.975,3.335,0.977,1329.724,,314.258,0.912,0.074,0.016,3.335,72.552,0.011642892402314,0.0502719388084027,4.6849,3.749591025033404
20220817,9,-7.5,110.25,31.646,0.018,67.081,287.993,31.283,-104.558,2.568,0.977,1329.724,340.0,334.844,1.509,0.093,0.018,2.568,67.081,0.0096032820610857,0.0401553773023811,3.1646,3.917366770009448
20220817,9,-7.5,111.0,33.658,0.042,67.798,287.797,30.548,-104.881,2.646,0.977,1329.724,158.0,352.818,1.596,0.098,0.042,2.646,67.798,0.0232131811885504,0.1076611056420546,3.3658,4.023283749712112
20220817,9,-7.5,111.75,36.878,0.03,68.497,287.611,29.834,-105.211,2.728,0.977,1329.724,152.0,286.187,1.678,0.145,0.03,2.728,68.497,0.0171893342113256,0.0777825463819279,3.6878,4.82304152991028
20220817,9,-7.5,112.5,36.517,0.031,69.215,287.424,29.101,-105.568,2.818,0.977,1329.724,27.0,348.231,1.664,0.172,0.031,2.818,69.215,0.0184579544776083,0.0840749615027031,3.6517000000000004,5.257462484619167
20220817,9,-7.5,113.25,39.488,0.019,69.916,287.246,28.389,-105.934,2.912,0.977,1329.724,0.0,366.88,1.469,0.122,0.019,2.912,69.916,0.011762023696352,0.0508628355297351,3.9488,4.476116920009728
20220817,9,-7.5,114.0,41.763,0.016,70.636,287.067,27.659,-106.331,3.016,0.977,1329.724,0.0,328.996,1.347,0.1,0.016,3.016,70.636,0.0103266620902786,0.0437433756614944,4.1762999999999995,4.1381680472004
20220817,9,-7.5,114.75,43.867,0.016,71.337,286.897,26.949,-106.739,3.125,0.977,1329.724,0.0,355.858,1.248,0.085,0.016,3.125,71.337,0.010772696625138,0.0459557275575911,4.386699999999999,3.9098538919374897
20220817,9,-7.5,115.5,44.806,0.015,72.059,286.726,26.222,-107.182,3.246,0.977,1329.724,0.0,344.64,1.144,0.076,0.015,3.246,72.059,0.0105680536159739,0.0449406887792825,4.4806,3.769472682886656
20220817,9,-7.5,116.25,47.419,0.014,72.761,286.562,25.516,-107.638,3.374,0.977,1329.724,,303.893,1.04,0.068,0.014,3.374,72.761,0.0103303690851298,0.0437617625271896,4.741899999999999,3.6547198305954076
20220817,9,-8.25,110.25,28.793,0.017,67.317,288.296,31.456,-105.98,2.593,0.977,1329.724,0.0,416.907,0.952,0.05,0.017,2.593,67.317,0.0091740767517228,0.0380264991421214,2.8792999999999997,3.1855491661707003
20220817,9,-8.25,111.0,28.968,0.019,68.032,288.091,30.726,-106.331,2.673,0.977,1329.724,0.0,353.156,1.061,0.051,0.019,2.673,68.032,0.0106276685517728,0.0452363816145737,2.8968,3.204015688527104
20220817,9,-8.25,111.75,28.828,0.127,68.728,287.895,30.016,-106.69,2.756,0.977,1329.724,179.0,335.876,1.164,0.063,0.127,2.756,68.728,0.0736537173705872,0.357848495050454,2.8828,3.395641253916832
20220817,9,-8.25,112.5,30.089,0.032,69.444,287.698,29.289,-107.077,2.848,0.977,1329.724,450.0,273.28,1.294,0.094,0.032,2.848,69.444,0.0192940769666261,0.0882221676703392,3.0088999999999997,3.912972915055204
20220817,9,-8.25,113.25,33.964,0.026,70.143,287.51,28.583,-107.475,2.944,0.977,1329.724,5.0,307.964,1.374,0.124,0.026,2.944,70.143,0.0163056232185311,0.0733992990373547,3.3964,4.448261096381184
20220817,9,-8.25,114.0,36.197,0.171,70.86,287.321,27.859,-107.905,3.05,0.977,1329.724,520.0,213.653,1.356,0.115,0.171,3.05,70.86,0.1118482735339011,0.5472952579005894,3.6197000000000004,4.32828392367211
20220817,9,-8.25,114.75,39.173,0.087,71.56,287.141,27.155,-108.347,3.161,0.977,1329.724,685.0,335.076,1.286,0.095,0.087,3.161,71.56,0.0593838189308832,0.2870691396354345,3.9173,4.03371067555623
20220817,9,-8.25,115.5,40.525,0.015,72.279,286.96,26.435,-108.827,3.285,0.977,1329.724,307.0,328.889,1.247,0.084,0.015,3.285,72.279,0.0107199528845337,0.0456941161678588,4.0525,3.8669089783899997
20220817,9,-8.25,116.25,44.345,0.022,72.98,286.787,25.736,-109.321,3.416,0.977,1329.724,,309.476,1.206,0.08,0.022,3.416,72.98,0.0164757987667595,0.0742433776173038,4.4345,3.831627982137
20220817,9,-9.0,110.25,26.552,0.016,67.551,288.588,31.639,-107.351,2.619,0.977,1329.724,,435.573,0.763,0.058,0.016,2.619,67.551,0.008736366012316,0.0358554336559617,2.6552,3.283105749340672
20220817,9,-9.0,111.0,25.673,0.028,68.263,288.373,30.914,-107.728,2.7,0.977,1329.724,,422.56,0.807,0.062,0.028,2.7,68.263,0.0158489168507947,0.0711340143572356,2.5673,3.334453923267108
20220817,9,-9.0,111.75,27.177,0.015,68.957,288.167,30.21,-108.113,2.785,0.977,1329.724,,410.933,0.907,0.07,0.015,2.785,68.957,0.0088074980475051,0.0362082518362253,2.7177,3.4852488546433795
20220817,9,-9.0,112.5,30.201,0.017,69.671,287.96,29.489,-108.53,2.878,0.977,1329.724,,389.938,1.014,0.082,0.017,2.878,69.671,0.0103784689218298,0.0440003399390457,3.0201000000000002,3.7207181189049723
20220817,9,-9.0,113.25,34.402,0.016,70.367,287.763,28.788,-108.956,2.976,0.977,1329.724,,348.64,1.131,0.091,0.016,2.976,70.367,0.0101641494632004,0.0429373055244154,3.4402,3.918607373229144
20220817,9,-9.0,114.0,36.48,0.023,71.082,287.564,28.07,-109.417,3.084,0.977,1329.724,,316.124,1.177,0.095,0.023,3.084,71.082,0.0152442910593052,0.068135042502618,3.6479999999999997,4.006612944448
20220817,9,-9.0,114.75,37.287,0.023,71.779,287.375,27.373,-109.891,3.198,0.977,1329.724,,300.516,1.231,0.093,0.023,3.198,71.779,0.0159183955664608,0.0714786319962951,3.7287,3.982579864566482
20220817,9,-9.0,115.5,38.134,0.023,72.496,287.184,26.66,-110.405,3.325,0.977,1329.724,,277.493,1.206,0.083,0.023,3.325,72.496,0.0166763115891201,0.0752379304782858,3.8134,3.8285263139556083
20220817,9,-9.0,116.25,40.207,0.018,73.195,287.002,25.967,-110.933,3.459,0.977,1329.724,,256.658,1.201,0.086,0.018,3.459,73.195,0.0136833041362484,0.0603924752592644,4.0207,3.8966827960794435
20220817,12,-5.25,110.25,44.2,,109.883,282.293,30.868,-100.293,,0.977,1329.724,0.0,0.0,1.387,0.07,,,109.883,,,4.42,3.6673691807999997
20220817,12,-5.25,111.0,41.944,,110.623,282.283,30.12,-100.526,,0.977,1329.724,0.0,0.0,1.244,0.071,,,110.623,,,4.1944,3.6668911714933756
20220817,12,-5.25,111.75,40.223,,111.343,282.275,29.393,-100.765,,0.977,1329.724,,0.0,1.124,0.075,,,111.343,,,4.0222999999999995,3.7176976749255504
20220817,12,-5.25,112.5,40.42,,112.082,282.269,28.647,-101.024,,0.977,1329.724,0.0,0.0,1.052,0.077,,,112.082,,,4.042,3.7519860721687994
20220817,12,-5.25,113.25,43.085,,112.802,282.266,27.921,-101.29,,0.977,1329.724,,0.0,1.005,0.083,,,112.802,,,4.3085,3.8714379877375498
20220817,12,-5.25,114.0,45.963,,113.542,282.265,27.176,-101.579,,0.977,1329.724,0.0,0.0,0.946,0.086,,,113.542,,,4.5963,3.9403522587045634
20220817,12,-5.25,114.75,46.993,,114.262,282.267,26.451,-101.877,,0.977,1329.724,0.0,0.0,0.893,0.084,,,114.262,,,4.6993,3.913899528455536
20220817,12,-5.25,115.5,46.954,,115.002,282.271,25.708,-102.201,,0.977,1329.724,,0.0,0.856,0.082,,,115.002,,,4.6954,3.880977495491952
20220817,12,-5.25,116.25,46.12,,115.722,282.277,24.985,-102.535,,0.977,1329.724,,0.0,0.856,0.08,,,115.722,,,4.612,3.8432892993920005
20220817,12,-6.0,110.25,44.249,,110.039,282.03,30.99,-101.713,,0.977,1329.724,0.0,0.0,1.609,0.099,,,110.039,,,4.4249,4.141129239597854
20220817,12,-6.0,111.0,41.809,,110.779,282.01,30.246,-101.977,,0.977,1329.724,0.0,0.0,1.53,0.087,,,110.779,,,4.180899999999999,3.926634324501862
20220817,12,-6.0,111.75,38.129,,111.498,281.991,29.522,-102.247,,0.977,1329.724,0.0,0.0,1.387,0.073,,,111.498,,,3.8129,3.6658780555615778
20220817,12,-6.0,112.5,37.69,,112.238,281.975,28.78,-102.54,,0.977,1329.724,0.0,0.0,1.226,0.067,,,112.238,,,3.7689999999999997,3.5640684902502
20220817,12,-6.0,113.25,39.46,,112.958,281.961,28.058,-102.84,,0.977,1329.724,0.0,0.0,1.108,0.069,,,112.958,,,3.946,3.6132368100183996
20220817,12,-6.0,114.0,41.848,,113.697,281.949,27.317,-103.166,,0.977,1329.724,0.0,0.0,1.034,0.07,,,113.697,,,4.1848,3.6498246189388794
20220817,12,-6.0,114.75,43.204,,114.417,281.94,26.597,-103.501,,0.977,1329.724,0.0,0.0,0.939,0.068,,,114.417,,,4.3204,3.627607557352448
20220817,12,-6.0,115.5,43.327,,115.157,281.932,25.859,-103.866,,0.977,1329.724,0.0,0.0,0.859,0.068,,,115.157,,,4.3327,3.6285096004313115
20220817,12,-6.0,116.25,43.036,,115.877,281.928,25.141,-104.243,,0.977,1329.724,,0.0,0.822,0.074,,,115.877,,,4.3036,3.724245684056384
20220817,12,-6.75,110.25,42.001,,110.196,281.758,31.131,-103.161,,0.977,1329.724,0.0,0.0,1.627,0.143,,,110.196,,,4.2001,4.841174827502678
20220817,12,-6.75,111.0,41.254,,110.935,281.726,30.391,-103.455,,0.977,1329.724,36.0,0.0,1.642,0.129,,,110.935,,,4.1254,4.606439391052744
20220817,12,-6.75,111.75,39.37,,111.654,281.697,29.672,-103.756,,0.977,1329.724,0.0,0.0,1.641,0.122,,,111.654,,,3.937,4.474978829562801
20220817,12,-6.75,112.5,38.717,,112.394,281.67,28.934,-104.082,,0.977,1329.724,0.0,0.0,1.522,0.101,,,112.394,,,3.8716999999999997,4.126955959735794
20220817,12,-6.75,113.25,41.655,,113.113,281.645,28.217,-104.416,,0.977,1329.724,0.0,0.0,1.304,0.077,,,113.113,,,4.1655,3.76237410442405
20220817,12,-6.75,114.0,42.475,,113.852,281.621,27.481,-104.778,,0.977,1329.724,0.0,0.0,1.191,0.067,,,113.852,,,4.2475000000000005,3.60581650048875
20220817,12,-6.75,114.75,43.696,,114.572,281.601,26.767,-105.152,,0.977,1329.724,0.0,0.0,1.074,0.063,,,114.572,,,4.3696,3.549576927655168
20220817,12,-6.75,115.5,44.309,,115.312,281.582,26.034,-105.557,,0.977,1329.724,0.0,0.0,0.986,0.06,,,115.312,,,4.430899999999999,3.50486915634656
20220817,12,-6.75,116.25,44.12,,116.031,281.566,25.321,-105.975,,0.977,1329.724,,0.0,0.916,0.065,,,116.031,,,4.412,3.585194187456
20220817,12,-7.5,110.25,32.428,,110.345,281.49,31.283,-104.558,,0.977,1329.724,340.0,0.0,1.386,0.094,,,110.345,,,3.2428,3.9434505835148155
20220817,12,-7.5,111.0,34.36,,111.084,281.448,30.548,-104.881,,0.977,1329.724,158.0,0.0,1.531,0.107,,,111.084,,,3.436,4.177489319091199
20220817,12,-7.5,111.75,37.837,,111.803,281.408,29.834,-105.211,,0.977,1329.724,152.0,0.0,1.66,0.163,,,111.803,,,3.7837000000000005,5.126112019889263
20220817,12,-7.5,112.5,38.915,,112.541,281.37,29.101,-105.568,,0.977,1329.724,27.0,0.0,1.628,0.177,,,112.541,,,3.8914999999999997,5.36534302319345
20220817,12,-7.5,113.25,41.911,,113.261,281.334,28.389,-105.934,,0.977,1329.724,0.0,0.0,1.43,0.126,,,113.261,,,4.1911000000000005,4.563254905017315
20220817,12,-7.5,114.0,42.155,,113.999,281.3,27.659,-106.331,,0.977,1329.724,0.0,0.0,1.316,0.09,,,113.999,,,4.2155000000000005,3.9783488300135
20220817,12,-7.5,114.75,43.393,,114.719,281.268,26.949,-106.739,,0.977,1329.724,0.0,0.0,1.191,0.069,,,114.719,,,4.3393,3.6453077872418262
20220817,12,-7.5,115.5,43.159,,115.458,281.238,26.222,-107.182,,0.977,1329.724,0.0,0.0,1.108,0.064,,,115.458,,,4.3159,3.562017165725064
20220817,12,-7.5,116.25,45.268,,116.178,281.21,25.516,-107.638,,0.977,1329.724,,0.0,1.026,0.06,,,116.178,,,4.5268,3.5111913787302393
20220817,12,-8.25,110.25,29.565,,110.495,281.213,31.456,-105.98,,0.977,1329.724,0.0,0.0,0.923,0.06,,,110.495,,,2.9565,3.357141084536
20220817,12,-8.25,111.0,30.079,,111.233,281.159,30.726,-106.331,,0.977,1329.724,0.0,0.0,1.049,0.065,,,111.233,,,3.0079000000000002,3.44461530918809
20220817,12,-8.25,111.75,31.555,,111.951,281.109,30.016,-106.69,,0.977,1329.724,179.0,0.0,1.169,0.074,,,111.951,,,3.1555,3.6089852320270994
20220817,12,-8.25,112.5,33.924,,112.689,281.059,29.289,-107.077,,0.977,1329.724,450.0,0.0,1.284,0.097,,,112.689,,,3.3924,4.010255091186911
20220817,12,-8.25,113.25,36.782,,113.408,281.013,28.583,-107.475,,0.977,1329.724,5.0,0.0,1.384,0.136,,,113.408,,,3.6781999999999995,4.675782693326944
20220817,12,-8.25,114.0,37.76,,114.146,280.966,27.859,-107.905,,0.977,1329.724,520.0,0.0,1.324,0.111,,,114.146,,,3.776,4.2799901065856
20220817,12,-8.25,114.75,39.874,,114.865,280.924,27.155,-108.347,,0.977,1329.724,685.0,0.0,1.221,0.083,,,114.865,,,3.9874,3.844859348294168
20220817,12,-8.25,115.5,41.282,,115.604,280.881,26.435,-108.827,,0.977,1329.724,307.0,0.0,1.191,0.086,,,115.604,,,4.1282,3.905970008409744
20220817,12,-8.25,116.25,46.344,,116.323,280.842,25.736,-109.321,,0.977,1329.724,,0.0,1.186,0.089,,,116.323,,,4.6344,3.9917451704803844
20220817,12,-9.0,110.25,25.424,,110.637,280.941,31.639,-107.351,,0.977,1329.724,,0.0,0.784,0.061,,,110.637,,,2.5423999999999998,3.314647639142656
20220817,12,-9.0,111.0,26.545,,111.374,280.876,30.914,-107.728,,0.977,1329.724,,0.0,0.87,0.068,,,111.374,,,2.6545,3.4438539850292
20220817,12,-9.0,111.75,29.262,,112.092,280.815,30.21,-108.113,,0.977,1329.724,,0.0,1.002,0.074,,,112.092,,,2.9262,3.5789601106593762
20220817,12,-9.0,112.5,32.702,,112.829,280.754,29.489,-108.53,,0.977,1329.724,,0.0,1.106,0.08,,,112.829,,,3.2702,3.72024797085072
20220817,12,-9.0,113.25,36.149,,113.547,280.697,28.788,-108.956,,0.977,1329.724,,0.0,1.163,0.085,,,113.547,,,3.6149,3.84070634980741
20220817,12,-9.0,114.0,37.192,,114.285,280.64,28.07,-109.417,,0.977,1329.724,,0.0,1.167,0.084,,,114.285,,,3.7192,3.835366136029696
20220817,12,-9.0,114.75,38.028,,115.003,280.586,27.373,-109.891,,0.977,1329.724,,0.0,1.179,0.081,,,115.003,,,3.8028,3.7949700532859842
20220817,12,-9.0,115.5,40.161,,115.741,280.532,26.66,-110.405,,0.977,1329.724,,0.0,1.118,0.087,,,115.741,,,4.0161,3.912557393704742
20220817,12,-9.0,116.25,42.006,,116.46,280.481,25.967,-110.933,,0.977,1329.724,,0.0,1.126,0.097,,,116.46,,,4.2006,4.091267900713032
20220817,15,-5.25,110.25,42.367,,153.352,289.343,30.868,-100.293,,0.977,1329.724,0.0,0.0,1.391,0.077,,,153.352,,,4.2367,3.7680544701315375
20220817,15,-5.25,111.0,40.188,,154.065,289.787,30.12,-100.526,,0.977,1329.724,0.0,0.0,1.207,0.068,,,154.065,,,4.018800000000001,3.603403803346432
20220817,15,-5.25,111.75,39.127,,154.757,290.245,29.393,-100.765,,0.977,1329.724,,0.0,1.077,0.066,,,154.757,,,3.9127,3.561392683702444
20220817,15,-5.25,112.5,40.496,,155.466,290.747,28.647,-101.024,,0.977,1329.724,0.0,0.0,1.013,0.07,,,155.466,,,4.0496,3.63863385578752
20220817,15,-5.25,113.25,44.617,,156.154,291.267,27.921,-101.29,,0.977,1329.724,,0.0,0.955,0.078,,,156.154,,,4.4616999999999996,3.800849968350532
20220817,15,-5.25,114.0,47.244,,156.858,291.837,27.176,-101.579,,0.977,1329.724,0.0,0.0,0.908,0.081,,,156.858,,,4.7244,3.866295698954336
20220817,15,-5.25,114.75,47.926,,157.541,292.43,26.451,-101.877,,0.977,1329.724,0.0,0.0,0.868,0.08,,,157.541,,,4.7926,3.8537100047796797
20220817,15,-5.25,115.5,46.873,,158.238,293.08,25.708,-102.201,,0.977,1329.724,,0.0,0.831,0.082,,,158.238,,,4.6873,3.880504913122188
20220817,15,-5.25,116.25,45.815,,158.915,293.759,24.985,-102.535,,0.977,1329.724,,0.0,0.83,0.083,,,158.915,,,4.5815,3.89040084128355
20220817,15,-6.0,110.25,43.823,,153.588,287.939,30.99,-101.713,,0.977,1329.724,0.0,0.0,1.588,0.115,,,153.588,,,4.3823,4.39916382490291
20220817,15,-6.0,111.0,40.434,,154.307,288.341,30.246,-101.977,,0.977,1329.724,0.0,0.0,1.509,0.095,,,154.307,,,4.0434,4.04526674700172
20220817,15,-6.0,111.75,38.332,,155.004,288.758,29.522,-102.247,,0.977,1329.724,0.0,0.0,1.354,0.076,,,155.004,,,3.8332,3.716616551195904
20220817,15,-6.0,112.5,38.932,,155.719,289.214,28.78,-102.54,,0.977,1329.724,0.0,0.0,1.199,0.063,,,155.719,,,3.8932,3.5107946674227524
20220817,15,-6.0,113.25,41.557,,156.413,289.689,28.058,-102.84,,0.977,1329.724,0.0,0.0,1.063,0.066,,,156.413,,,4.1557,3.5822895693627643
20220817,15,-6.0,114.0,43.705,,157.123,290.21,27.317,-103.166,,0.977,1329.724,0.0,0.0,0.982,0.066,,,157.123,,,4.3705,3.5986003253779
20220817,15,-6.0,114.75,44.737,,157.813,290.754,26.597,-103.501,,0.977,1329.724,0.0,0.0,0.898,0.067,,,157.813,,,4.4737,3.622044767504958
20220817,15,-6.0,115.5,44.459,,158.518,291.352,25.859,-103.866,,0.977,1329.724,0.0,0.0,0.847,0.071,,,158.518,,,4.4459,3.685478604177846
20220817,15,-6.0,116.25,44.088,,159.202,291.977,25.141,-104.243,,0.977,1329.724,,0.0,0.822,0.078,,,159.202,,,4.4088,3.7971761683358722
20220817,15,-6.75,110.25,41.459,,153.813,286.47,31.131,-103.161,,0.977,1329.724,0.0,0.0,1.614,0.148,,,153.813,,,4.1459,4.917901444100847
20220817,15,-6.75,111.0,40.733,,154.536,286.827,30.391,-103.455,,0.977,1329.724,36.0,0.0,1.63,0.147,,,154.536,,,4.0733,4.894974687746317
20220817,15,-6.75,111.75,41.217,,155.239,287.199,29.672,-103.756,,0.977,1329.724,0.0,0.0,1.613,0.144,,,155.239,,,4.1217,4.850537066701735
20220817,15,-6.75,112.5,41.674,,155.959,287.607,28.934,-104.082,,0.977,1329.724,0.0,0.0,1.462,0.104,,,155.959,,,4.1674,4.202624669209184
20220817,15,-6.75,113.25,43.614,,156.659,288.032,28.217,-104.416,,0.977,1329.724,0.0,0.0,1.273,0.074,,,156.659,,,4.3614,3.728502420891184
20220817,15,-6.75,114.0,43.805,,157.375,288.501,27.481,-104.778,,0.977,1329.724,0.0,0.0,1.152,0.063,,,157.375,,,4.3805,3.5503479387189496
20220817,15,-6.75,114.75,44.832,,158.071,288.99,26.767,-105.152,,0.977,1329.724,0.0,0.0,1.064,0.062,,,158.071,,,4.4832,3.5410268793364477
20220817,15,-6.75,115.5,45.623,,158.784,289.53,26.034,-105.557,,0.977,1329.724,0.0,0.0,1.001,0.061,,,158.784,,,4.5623,3.5297667221522744
20220817,15,-6.75,116.25,45.262,,159.475,290.096,25.321,-105.975,,0.977,1329.724,,0.0,0.921,0.068,,,159.475,,,4.5262,3.6418231043688323
20220817,15,-7.5,110.25,33.658,,154.014,285.015,31.283,-104.558,,0.977,1329.724,340.0,0.0,1.316,0.105,,,154.014,,,3.3658,4.13668718009812
20220817,15,-7.5,111.0,35.885,,154.741,285.327,30.548,-104.881,,0.977,1329.724,158.0,0.0,1.521,0.134,,,154.741,,,3.5885,4.6332049599789
20220817,15,-7.5,111.75,39.948,,155.448,285.652,29.834,-105.211,,0.977,1329.724,152.0,0.0,1.63,0.208,,,155.448,,,3.9948,5.880675940870272
20220817,15,-7.5,112.5,41.463,,156.173,286.011,29.101,-105.568,,0.977,1329.724,27.0,0.0,1.546,0.177,,,156.173,,,4.1463,5.390569349093497
20220817,15,-7.5,113.25,42.223,,156.878,286.386,28.389,-105.934,,0.977,1329.724,0.0,0.0,1.37,0.105,,,156.878,,,4.2223,4.22347684525057
20220817,15,-7.5,114.0,41.75,,157.6,286.799,27.659,-106.331,,0.977,1329.724,0.0,0.0,1.244,0.077,,,157.6,,,4.175,3.763145063625
20220817,15,-7.5,114.75,44.559,,158.301,287.233,26.949,-106.739,,0.977,1329.724,0.0,0.0,1.167,0.072,,,158.301,,,4.4559,3.702487493848471
