date	time	latitude	longitude	tcwv	reflectance	sza	saa	vza	vaa	am	epsilon	I0	elevation	ssrd_wm2	alpha	beta	Csat	CI
20220801	00	-5.25	110.25	47.516	0.1	74.093	69.504	30.868	-100.293	3.649	0.971	1322.136	0.0	89.084	0.986	0.063	0.081	0.402
20220801	00	-5.25	111.0	47.968	0.029	73.384	69.357	30.12	-100.526	3.497	0.971	1322.136	0.0	98.187	0.938	0.061	0.022	0.106
20220801	00	-5.25	111.75	49.427	0.124	72.695	69.21	29.393	-100.765	3.362	0.971	1322.136		86.133	0.926	0.066	0.091	0.452
20220801	00	-5.25	112.5	52.44	0.099	71.988	69.054	28.647	-101.024	3.234	0.971	1322.136	0.0	47.218	0.972	0.09	0.069	0.342
20220801	00	-5.25	113.25	55.073	0.067	71.3	68.899	27.921	-101.29	3.119	0.971	1322.136		57.351	1.032	0.131	0.045	0.221
20220801	00	-5.25	114.0	56.04	0.11	70.594	68.735	27.176	-101.579	3.01	0.971	1322.136	0.0	69.013	1.049	0.162	0.07	0.347
20220801	00	-5.25	114.75	56.227	0.123	69.908	68.571	26.451	-101.877	2.911	0.971	1322.136	0.0	71.644	1.036	0.168	0.076	0.377
20220801	00	-5.25	115.5	55.913	0.117	69.204	68.397	25.708	-102.201	2.817	0.971	1322.136		83.324	1.016	0.168	0.069	0.342
20220801	00	-5.25	116.25	55.846	0.195	68.519	68.224	24.985	-102.535	2.731	0.971	1322.136		95.573	1.003	0.178	0.111	0.553
20220801	00	-6.0	110.25	42.743	0.117	74.353	69.309	30.99	-101.713	3.708	0.971	1322.136	0.0	89.813	1.2	0.042	0.096	0.477
20220801	00	-6.0	111.0	42.983	0.102	73.646	69.152	30.246	-101.977	3.552	0.971	1322.136	0.0	99.662	0.986	0.031	0.08	0.397
20220801	00	-6.0	111.75	43.198	0.101	72.959	68.996	29.522	-102.247	3.412	0.971	1322.136	0.0	90.844	1.026	0.036	0.075	0.372
20220801	00	-6.0	112.5	45.167	0.07	72.254	68.832	28.78	-102.54	3.281	0.971	1322.136	0.0	68.996	1.083	0.061	0.05	0.246
20220801	00	-6.0	113.25	47.884	0.094	71.568	68.667	28.058	-102.84	3.163	0.971	1322.136	0.0	86.809	1.09	0.104	0.064	0.317
20220801	00	-6.0	114.0	50.38	0.021	70.864	68.494	27.317	-103.166	3.051	0.971	1322.136	0.0	119.271	1.091	0.138	0.014	0.065
20220801	00	-6.0	114.75	51.626	0.059	70.18	68.321	26.597	-103.501	2.949	0.971	1322.136	0.0	119.876	1.075	0.158	0.037	0.181
20220801	00	-6.0	115.5	52.542	0.068	69.478	68.138	25.859	-103.866	2.853	0.971	1322.136	0.0	126.133	1.068	0.161	0.041	0.201
20220801	00	-6.0	116.25	53.126	0.096	68.795	67.956	25.141	-104.243	2.765	0.971	1322.136	0.0	145.191	1.037	0.166	0.056	0.276
20220801	00	-6.75	110.25	35.993	0.023	74.623	69.111	31.131	-103.161	3.771	0.971	1322.136	0.0	92.747	1.534	0.057	0.019	0.09
20220801	00	-6.75	111.0	37.272	0.031	73.918	68.946	30.391	-103.455	3.61	0.971	1322.136	36.0	94.649	1.311	0.036	0.025	0.121
20220801	00	-6.75	111.75	39.804	0.091	73.233	68.781	29.672	-103.756	3.466	0.971	1322.136	0.0	98.844	1.364	0.048	0.069	0.342
20220801	00	-6.75	112.5	41.075	0.109	72.53	68.607	28.934	-104.082	3.331	0.971	1322.136	0.0	89.173	1.289	0.057	0.079	0.392
20220801	00	-6.75	113.25	43.524	0.042	71.846	68.433	28.217	-104.416	3.209	0.971	1322.136	0.0	116.32	1.167	0.083	0.029	0.141
20220801	00	-6.75	114.0	46.145	0.037	71.144	68.25	27.481	-104.778	3.094	0.971	1322.136	0.0	132.782	1.135	0.117	0.024	0.116
20220801	00	-6.75	114.75	47.88	0.028	70.462	68.068	26.767	-105.152	2.99	0.971	1322.136	0.0	138.827	1.128	0.14	0.018	0.085
20220801	00	-6.75	115.5	48.739	0.076	69.763	67.876	26.034	-105.557	2.891	0.971	1322.136	0.0	129.333	1.141	0.151	0.046	0.226
20220801	00	-6.75	116.25	49.462	0.079	69.082	67.685	25.321	-105.975	2.801	0.971	1322.136	0.0	129.689	1.118	0.157	0.046	0.226
20220801	00	-7.5	110.25	28.622	0.065	74.888	68.923	31.283	-104.558	3.836	0.971	1322.136	340.0	86.844	1.565	0.085	0.056	0.276
20220801	00	-7.5	111.0	31.3	0.032	74.185	68.749	30.548	-104.881	3.669	0.971	1322.136	158.0	92.071	1.583	0.077	0.026	0.126
20220801	00	-7.5	111.75	35.024	0.02	73.502	68.575	29.834	-105.211	3.521	0.971	1322.136	152.0	101.067	1.622	0.141	0.015	0.07
20220801	00	-7.5	112.5	34.212	0.018	72.801	68.392	29.101	-105.568	3.382	0.971	1322.136	27.0	123.716	1.537	0.106	0.013	0.06
20220801	00	-7.5	113.25	34.577	0.017	72.119	68.209	28.389	-105.934	3.257	0.971	1322.136	0.0	122.204	1.297	0.076	0.012	0.055
20220801	00	-7.5	114.0	37.155	0.055	71.42	68.018	27.659	-106.331	3.138	0.971	1322.136	0.0	129.991	1.183	0.091	0.037	0.181
20220801	00	-7.5	114.75	43.093	0.033	70.74	67.827	26.949	-106.739	3.032	0.971	1322.136	0.0	141.12	1.15	0.116	0.021	0.101
20220801	00	-7.5	115.5	44.778	0.032	70.043	67.626	26.222	-107.182	2.93	0.971	1322.136	0.0	133.084	1.171	0.133	0.02	0.095
20220801	00	-7.5	116.25	46.38	0.034	69.365	67.425	25.516	-107.638	2.838	0.971	1322.136		139.236	1.155	0.14	0.02	0.095
20220801	00	-8.25	110.25	32.366	0.03	75.162	68.734	31.456	-105.98	3.905	0.971	1322.136	0.0	81.582	1.508	0.114	0.026	0.126
20220801	00	-8.25	111.0	31.579	0.026	74.462	68.55	30.726	-106.331	3.733	0.971	1322.136	0.0	94.471	1.539	0.106	0.022	0.106
20220801	00	-8.25	111.75	30.815	0.021	73.781	68.367	30.016	-106.69	3.58	0.971	1322.136	179.0	77.902	1.546	0.131	0.017	0.08
20220801	00	-8.25	112.5	29.036	0.02	73.082	68.175	29.289	-107.077	3.436	0.971	1322.136	450.0	119.022	1.502	0.119	0.015	0.07
20220801	00	-8.25	113.25	28.208	0.024	72.403	67.984	28.583	-107.475	3.308	0.971	1322.136	5.0	92.907	1.379	0.104	0.017	0.08
20220801	00	-8.25	114.0	29.032	0.023	71.706	67.783	27.859	-107.905	3.186	0.971	1322.136	520.0	103.858	1.248	0.084	0.016	0.075
20220801	00	-8.25	114.75	35.682	0.03	71.028	67.583	27.155	-108.347	3.076	0.971	1322.136	685.0	136.053	1.181	0.102	0.02	0.095
20220801	00	-8.25	115.5	38.917	0.03	70.334	67.373	26.435	-108.827	2.971	0.971	1322.136	307.0	134.276	1.167	0.112	0.019	0.09
20220801	00	-8.25	116.25	41.054	0.025	69.658	67.163	25.736	-109.321	2.877	0.971	1322.136	0.0	163.68	1.154	0.117	0.015	0.07
20220801	00	-9.0	110.25	31.257	0.091	75.432	68.553	31.639	-107.351	3.976	0.971	1322.136		70.364	1.446	0.118	0.081	0.402
20220801	00	-9.0	111.0	31.343	0.056	74.734	68.36	30.914	-107.728	3.798	0.971	1322.136		77.476	1.444	0.118	0.047	0.231
20220801	00	-9.0	111.75	31.421	0.023	74.055	68.169	30.21	-108.113	3.64	0.971	1322.136		85.209	1.46	0.129	0.018	0.085
20220801	00	-9.0	112.5	31.155	0.029	73.358	67.968	29.489	-108.53	3.492	0.971	1322.136		96.533	1.43	0.128	0.022	0.106
20220801	00	-9.0	113.25	31.354	0.021	72.681	67.768	28.788	-108.956	3.359	0.971	1322.136		115.218	1.337	0.105	0.015	0.07
20220801	00	-9.0	114.0	30.059	0.028	71.987	67.559	28.07	-109.417	3.234	0.971	1322.136		126.258	1.207	0.08	0.02	0.095
20220801	00	-9.0	114.75	32.497	0.018	71.312	67.35	27.373	-109.891	3.121	0.971	1322.136		134.418	1.123	0.078	0.012	0.055
20220801	00	-9.0	115.5	34.868	0.034	70.62	67.131	26.66	-110.405	3.014	0.971	1322.136		123.271	1.071	0.085	0.022	0.106
20220801	00	-9.0	116.25	37.315	0.021	69.947	66.913	25.967	-110.933	2.916	0.971	1322.136		142.062	1.052	0.091	0.013	0.06
20220801	03	-5.25	110.25	48.926	0.018	34.916	47.53	30.868	-100.293	1.22	0.971	1322.136	0.0	521.422	0.939	0.062	0.004	0.015
20220801	03	-5.25	111.0	51.141	0.015	34.361	46.715	30.12	-100.526	1.211	0.971	1322.136	0.0	500.498	0.927	0.071	0.003	0.01
20220801	03	-5.25	111.75	53.561	0.038	33.828	45.895	29.393	-100.765	1.204	0.971	1322.136		450.4	0.978	0.087	0.009	0.04
20220801	03	-5.25	112.5	55.411	0.028	33.289	45.025	28.647	-101.024	1.196	0.971	1322.136	0.0	462.791	1.031	0.122	0.006	0.025
20220801	03	-5.25	113.25	56.087	0.017	32.772	44.15	27.921	-101.29	1.189	0.971	1322.136		451.68	1.058	0.151	0.004	0.015
20220801	03	-5.25	114.0	55.678	0.109	32.249	43.221	27.176	-101.579	1.182	0.971	1322.136	0.0	467.164	1.065	0.166	0.024	0.116
20220801	03	-5.25	114.75	55.477	0.071	31.748	42.287	26.451	-101.877	1.176	0.971	1322.136	0.0	343.182	1.05	0.163	0.016	0.075
20220801	03	-5.25	115.5	55.594	0.095	31.244	41.297	25.708	-102.201	1.17	0.971	1322.136		262.293	1.027	0.167	0.021	0.101
20220801	03	-5.25	116.25	55.36	0.061	30.763	40.3	24.985	-102.535	1.164	0.971	1322.136		335.911	0.99	0.152	0.013	0.06
20220801	03	-6.0	110.25	43.717	0.048	35.419	46.76	30.99	-101.713	1.227	0.971	1322.136	0.0	602.738	1.185	0.041	0.011	0.05
20220801	03	-6.0	111.0	45.051	0.066	34.872	45.939	30.246	-101.977	1.219	0.971	1322.136	0.0	562.08	1.124	0.044	0.015	0.07
20220801	03	-6.0	111.75	47.085	0.095	34.347	45.115	29.522	-102.247	1.211	0.971	1322.136	0.0	586.169	1.138	0.064	0.021	0.101
20220801	03	-6.0	112.5	49.262	0.067	33.815	44.241	28.78	-102.54	1.204	0.971	1322.136	0.0	621.938	1.115	0.098	0.015	0.07
20220801	03	-6.0	113.25	50.467	0.073	33.306	43.363	28.058	-102.84	1.197	0.971	1322.136	0.0	641.458	1.104	0.126	0.016	0.075
20220801	03	-6.0	114.0	51.256	0.067	32.792	42.432	27.317	-103.166	1.19	0.971	1322.136	0.0	605.849	1.103	0.149	0.015	0.07
20220801	03	-6.0	114.75	52.212	0.092	32.299	41.497	26.597	-103.501	1.183	0.971	1322.136	0.0	508.338	1.09	0.161	0.02	0.095
20220801	03	-6.0	115.5	52.856	0.037	31.803	40.507	25.859	-103.866	1.177	0.971	1322.136	0.0	464.604	1.05	0.162	0.008	0.035
20220801	03	-6.0	116.25	52.784	0.066	31.33	39.512	25.141	-104.243	1.171	0.971	1322.136	0.0	454.827	0.99	0.155	0.014	0.065
20220801	03	-6.75	110.25	35.547	0.011	35.943	45.993	31.131	-103.161	1.235	0.971	1322.136	0.0	697.529	1.52	0.057	0.003	0.01
20220801	03	-6.75	111.0	38.612	0.053	35.404	45.168	30.391	-103.455	1.227	0.971	1322.136	36.0	644.622	1.489	0.063	0.012	0.055
20220801	03	-6.75	111.75	41.442	0.018	34.887	44.34	29.672	-103.756	1.219	0.971	1322.136	0.0	577.156	1.498	0.078	0.004	0.015
20220801	03	-6.75	112.5	43.233	0.01	34.364	43.463	28.934	-104.082	1.211	0.971	1322.136	0.0	697.44	1.319	0.081	0.002	0.005
20220801	03	-6.75	113.25	45.712	0.015	33.862	42.582	28.217	-104.416	1.204	0.971	1322.136	0.0	711.076	1.163	0.102	0.003	0.01
20220801	03	-6.75	114.0	48.137	0.056	33.356	41.651	27.481	-104.778	1.197	0.971	1322.136	0.0	702.4	1.154	0.131	0.013	0.06
20220801	03	-6.75	114.75	49.391	0.047	32.872	40.715	26.767	-105.152	1.191	0.971	1322.136	0.0	630.169	1.16	0.151	0.01	0.045
20220801	03	-6.75	115.5	49.788	0.019	32.385	39.726	26.034	-105.557	1.184	0.971	1322.136	0.0	572.0	1.136	0.155	0.004	0.015
20220801	03	-6.75	116.25	49.608	0.125	31.92	38.733	25.321	-105.975	1.178	0.971	1322.136	0.0	567.698	1.077	0.151	0.027	0.131
20220801	03	-7.5	110.25	28.807	0.018	36.461	45.271	31.283	-104.558	1.243	0.971	1322.136	340.0	705.973	1.595	0.081	0.004	0.015
20220801	03	-7.5	111.0	31.325	0.023	35.929	44.442	30.548	-104.881	1.235	0.971	1322.136	158.0	705.333	1.628	0.08	0.005	0.02
20220801	03	-7.5	111.75	34.897	0.016	35.42	43.61	29.834	-105.211	1.227	0.971	1322.136	152.0	726.222	1.64	0.12	0.004	0.015
20220801	03	-7.5	112.5	34.569	0.022	34.904	42.731	29.101	-105.568	1.219	0.971	1322.136	27.0	737.92	1.527	0.095	0.005	0.02
20220801	03	-7.5	113.25	36.001	0.014	34.41	41.849	28.389	-105.934	1.212	0.971	1322.136	0.0	724.142	1.259	0.081	0.003	0.01
20220801	03	-7.5	114.0	40.212	0.034	33.912	40.917	27.659	-106.331	1.205	0.971	1322.136	0.0	730.667	1.15	0.097	0.008	0.035
20220801	03	-7.5	114.75	45.684	0.027	33.436	39.982	26.949	-106.739	1.198	0.971	1322.136	0.0	730.738	1.178	0.133	0.006	0.025
20220801	03	-7.5	115.5	46.483	0.019	32.957	38.994	26.222	-107.182	1.192	0.971	1322.136	0.0	703.147	1.174	0.151	0.004	0.015
20220801	03	-7.5	116.25	47.354	0.047	32.5	38.004	25.516	-107.638	1.186	0.971	1322.136		655.484	1.149	0.15	0.01	0.045
20220801	03	-8.25	110.25	31.801	0.014	36.999	44.552	31.456	-105.98	1.252	0.971	1322.136	0.0	678.542	1.554	0.105	0.003	0.01
20220801	03	-8.25	111.0	31.169	0.013	36.475	43.719	30.726	-106.331	1.244	0.971	1322.136	0.0	703.787	1.584	0.109	0.003	0.01
20220801	03	-8.25	111.75	30.463	0.016	35.973	42.885	30.016	-106.69	1.236	0.971	1322.136	179.0	684.338	1.582	0.123	0.004	0.015
20220801	03	-8.25	112.5	28.883	0.021	35.466	42.004	29.289	-107.077	1.228	0.971	1322.136	450.0	749.351	1.507	0.104	0.005	0.02
20220801	03	-8.25	113.25	28.911	0.023	34.98	41.122	28.583	-107.475	1.22	0.971	1322.136	5.0	728.764	1.348	0.083	0.005	0.02
20220801	03	-8.25	114.0	32.243	0.028	34.49	40.189	27.859	-107.905	1.213	0.971	1322.136	520.0	751.307	1.193	0.085	0.006	0.025
20220801	03	-8.25	114.75	39.389	0.072	34.022	39.256	27.155	-108.347	1.207	0.971	1322.136	685.0	732.622	1.191	0.116	0.016	0.075
20220801	03	-8.25	115.5	41.493	0.114	33.551	38.27	26.435	-108.827	1.2	0.971	1322.136	307.0	717.813	1.201	0.127	0.026	0.126
20220801	03	-8.25	116.25	42.717	0.027	33.102	37.284	25.736	-109.321	1.194	0.971	1322.136	0.0	711.093	1.168	0.12	0.006	0.025
20220801	03	-9.0	110.25	31.542	0.016	37.53	43.873	31.639	-107.351	1.261	0.971	1322.136		594.329	1.468	0.117	0.004	0.015
20220801	03	-9.0	111.0	31.178	0.014	37.013	43.038	30.914	-107.728	1.252	0.971	1322.136		655.04	1.481	0.117	0.003	0.01
20220801	03	-9.0	111.75	31.04	0.026	36.518	42.203	30.21	-108.113	1.244	0.971	1322.136		660.036	1.49	0.122	0.006	0.025
20220801	03	-9.0	112.5	30.688	0.012	36.018	41.321	29.489	-108.53	1.236	0.971	1322.136		679.431	1.45	0.114	0.003	0.01
20220801	03	-9.0	113.25	30.883	0.02	35.54	40.438	28.788	-108.956	1.229	0.971	1322.136		678.951	1.32	0.09	0.005	0.02
20220801	03	-9.0	114.0	31.77	0.011	35.058	39.507	28.07	-109.417	1.222	0.971	1322.136		702.916	1.187	0.079	0.003	0.01
20220801	03	-9.0	114.75	36.622	0.009	34.597	38.575	27.373	-109.891	1.215	0.971	1322.136		721.653	1.1	0.091	0.002	0.005
20220801	03	-9.0	115.5	38.434	0.009	34.134	37.592	26.66	-110.405	1.208	0.971	1322.136		669.689	1.092	0.098	0.002	0.005
20220801	03	-9.0	116.25	39.647	0.023	33.693	36.609	25.967	-110.933	1.202	0.971	1322.136		695.733	1.11	0.097	0.005	0.02
20220801	06	-5.25	110.25	49.966	0.01	29.66	322.096	30.868	-100.293	1.151	0.971	1322.136	0.0	736.338	0.943	0.063	0.002	0.005
20220801	06	-5.25	111.0	51.377	0.031	30.131	320.995	30.12	-100.526	1.156	0.971	1322.136	0.0	658.418	0.974	0.077	0.007	0.03
20220801	06	-5.25	111.75	53.423	0.044	30.6	319.957	29.393	-100.765	1.162	0.971	1322.136		749.884	1.039	0.101	0.01	0.045
20220801	06	-5.25	112.5	54.812	0.064	31.092	318.924	28.647	-101.024	1.168	0.971	1322.136	0.0	340.836	1.079	0.137	0.014	0.065
20220801	06	-5.25	113.25	54.98	0.103	31.581	317.951	27.921	-101.29	1.174	0.971	1322.136		531.058	1.085	0.153	0.023	0.111
20220801	06	-5.25	114.0	54.896	0.052	32.092	316.983	27.176	-101.579	1.18	0.971	1322.136	0.0	286.044	1.074	0.151	0.011	0.05
20220801	06	-5.25	114.75	54.64	0.083	32.599	316.071	26.451	-101.877	1.187	0.971	1322.136	0.0	288.996	1.055	0.154	0.018	0.085
20220801	06	-5.25	115.5	54.232	0.045	33.129	315.164	25.708	-102.201	1.194	0.971	1322.136		572.64	1.015	0.142	0.01	0.045
20220801	06	-5.25	116.25	53.746	0.068	33.652	314.309	24.985	-102.535	1.201	0.971	1322.136		616.0	0.937	0.116	0.015	0.07
20220801	06	-6.0	110.25	44.699	0.009	30.247	322.878	30.99	-101.713	1.158	0.971	1322.136	0.0	792.498	1.192	0.045	0.002	0.005
20220801	06	-6.0	111.0	46.213	0.013	30.709	321.781	30.246	-101.977	1.163	0.971	1322.136	0.0	795.627	1.174	0.058	0.003	0.01
20220801	06	-6.0	111.75	48.193	0.024	31.169	320.746	29.522	-102.247	1.169	0.971	1322.136	0.0	805.973	1.149	0.081	0.005	0.02
20220801	06	-6.0	112.5	50.185	0.048	31.653	319.715	28.78	-102.54	1.175	0.971	1322.136	0.0	803.858	1.129	0.117	0.011	0.05
20220801	06	-6.0	113.25	51.406	0.081	32.134	318.742	28.058	-102.84	1.181	0.971	1322.136	0.0	712.551	1.122	0.148	0.018	0.085
20220801	06	-6.0	114.0	52.097	0.108	32.637	317.774	27.317	-103.166	1.187	0.971	1322.136	0.0	615.556	1.11	0.153	0.024	0.116
20220801	06	-6.0	114.75	52.349	0.043	33.136	316.86	26.597	-103.501	1.194	0.971	1322.136	0.0	469.796	1.07	0.156	0.01	0.045
20220801	06	-6.0	115.5	51.847	0.094	33.657	315.95	25.859	-103.866	1.201	0.971	1322.136	0.0	552.64	1.011	0.141	0.021	0.101
20220801	06	-6.0	116.25	51.312	0.031	34.173	315.091	25.141	-104.243	1.209	0.971	1322.136	0.0	667.307	0.94	0.124	0.007	0.03
20220801	06	-6.75	110.25	37.545	0.009	30.856	323.648	31.131	-103.161	1.165	0.971	1322.136	0.0	820.391	1.571	0.065	0.002	0.005
20220801	06	-6.75	111.0	40.783	0.015	31.309	322.557	30.391	-103.455	1.17	0.971	1322.136	36.0	805.28	1.531	0.066	0.003	0.01
20220801	06	-6.75	111.75	42.511	0.018	31.761	321.526	29.672	-103.756	1.176	0.971	1322.136	0.0	854.649	1.428	0.077	0.004	0.015
20220801	06	-6.75	112.5	44.97	0.031	32.236	320.497	28.934	-104.082	1.182	0.971	1322.136	0.0	850.791	1.266	0.097	0.007	0.03
20220801	06	-6.75	113.25	47.988	0.061	32.708	319.525	28.217	-104.416	1.188	0.971	1322.136	0.0	826.631	1.18	0.123	0.014	0.065
20220801	06	-6.75	114.0	49.894	0.113	33.203	318.557	27.481	-104.778	1.195	0.971	1322.136	0.0	773.92	1.178	0.153	0.025	0.121
20220801	06	-6.75	114.75	49.605	0.028	33.694	317.642	26.767	-105.152	1.202	0.971	1322.136	0.0	667.751	1.152	0.15	0.006	0.025
20220801	06	-6.75	115.5	48.97	0.045	34.207	316.73	26.034	-105.557	1.209	0.971	1322.136	0.0	559.733	1.094	0.146	0.01	0.045
20220801	06	-6.75	116.25	48.341	0.065	34.715	315.868	25.321	-105.975	1.217	0.971	1322.136	0.0	630.524	1.017	0.127	0.015	0.07
20220801	06	-7.5	110.25	31.963	0.013	31.455	324.367	31.283	-104.558	1.172	0.971	1322.136	340.0	867.271	1.657	0.09	0.003	0.01
20220801	06	-7.5	111.0	34.281	0.016	31.9	323.282	30.548	-104.881	1.178	0.971	1322.136	158.0	874.933	1.668	0.089	0.004	0.015
20220801	06	-7.5	111.75	37.451	0.012	32.344	322.255	29.834	-105.211	1.184	0.971	1322.136	152.0	861.707	1.649	0.116	0.003	0.01
20220801	06	-7.5	112.5	37.246	0.02	32.81	321.23	29.101	-105.568	1.19	0.971	1322.136	27.0	864.533	1.574	0.127	0.004	0.015
20220801	06	-7.5	113.25	38.871	0.08	33.274	320.26	28.389	-105.934	1.196	0.971	1322.136	0.0	849.511	1.286	0.099	0.018	0.085
20220801	06	-7.5	114.0	42.865	0.106	33.761	319.292	27.659	-106.331	1.203	0.971	1322.136	0.0	826.827	1.17	0.112	0.024	0.116
20220801	06	-7.5	114.75	46.185	0.093	34.244	318.376	26.949	-106.739	1.21	0.971	1322.136	0.0	761.102	1.196	0.144	0.021	0.101
20220801	06	-7.5	115.5	45.918	0.061	34.749	317.463	26.222	-107.182	1.217	0.971	1322.136	0.0	711.556	1.153	0.152	0.014	0.065
20220801	06	-7.5	116.25	46.625	0.025	35.249	316.6	25.516	-107.638	1.225	0.971	1322.136		538.969	1.115	0.134	0.006	0.025
20220801	06	-8.25	110.25	33.13	0.012	32.075	325.076	31.456	-105.98	1.18	0.971	1322.136	0.0	855.022	1.587	0.109	0.003	0.01
20220801	06	-8.25	111.0	33.658	0.012	32.512	323.998	30.726	-106.331	1.186	0.971	1322.136	0.0	865.333	1.626	0.119	0.003	0.01
20220801	06	-8.25	111.75	32.923	0.012	32.947	322.975	30.016	-106.69	1.192	0.971	1322.136	179.0	844.444	1.611	0.133	0.003	0.01
20220801	06	-8.25	112.5	31.295	0.014	33.406	321.954	29.289	-107.077	1.198	0.971	1322.136	450.0	877.724	1.535	0.115	0.003	0.01
20220801	06	-8.25	113.25	32.004	0.018	33.862	320.986	28.583	-107.475	1.204	0.971	1322.136	5.0	852.284	1.345	0.092	0.004	0.015
20220801	06	-8.25	114.0	35.916	0.128	34.34	320.02	27.859	-107.905	1.211	0.971	1322.136	520.0	833.493	1.209	0.099	0.029	0.141
20220801	06	-8.25	114.75	41.13	0.062	34.815	319.105	27.155	-108.347	1.218	0.971	1322.136	685.0	832.96	1.22	0.13	0.014	0.065
20220801	06	-8.25	115.5	42.127	0.1	35.312	318.191	26.435	-108.827	1.225	0.971	1322.136	307.0	808.551	1.224	0.131	0.023	0.111
20220801	06	-8.25	116.25	43.365	0.028	35.805	317.327	25.736	-109.321	1.233	0.971	1322.136	0.0	799.342	1.174	0.118	0.006	0.025
20220801	06	-9.0	110.25	30.984	0.015	32.685	325.739	31.639	-107.351	1.188	0.971	1322.136		811.236	1.491	0.114	0.003	0.01
20220801	06	-9.0	111.0	30.57	0.011	33.113	324.667	30.914	-107.728	1.194	0.971	1322.136		813.653	1.498	0.11	0.002	0.005
20220801	06	-9.0	111.75	30.724	0.012	33.541	323.65	30.21	-108.113	1.2	0.971	1322.136		832.231	1.493	0.111	0.003	0.01
20220801	06	-9.0	112.5	30.781	0.013	33.991	322.633	29.489	-108.53	1.206	0.971	1322.136		835.431	1.43	0.102	0.003	0.01
20220801	06	-9.0	113.25	32.025	0.011	34.44	321.668	28.788	-108.956	1.213	0.971	1322.136		825.422	1.299	0.086	0.002	0.005
20220801	06	-9.0	114.0	34.931	0.015	34.91	320.704	28.07	-109.417	1.219	0.971	1322.136		819.876	1.182	0.089	0.003	0.01
20220801	06	-9.0	114.75	40.025	0.009	35.378	319.79	27.373	-109.891	1.226	0.971	1322.136		804.142	1.134	0.103	0.002	0.005
20220801	06	-9.0	115.5	40.945	0.032	35.867	318.876	26.66	-110.405	1.234	0.971	1322.136		778.631	1.157	0.108	0.007	0.03
20220801	06	-9.0	116.25	41.839	0.031	36.352	318.01	25.967	-110.933	1.242	0.971	1322.136		788.018	1.196	0.114	0.007	0.03
20220801	09	-5.25	110.25	50.297	0.016	66.91	292.096	30.868	-100.293	2.55	0.971	1322.136	0.0	384.107	0.975	0.069	0.008	0.035
20220801	09	-5.25	111.0	51.697	0.019	67.612	291.908	30.12	-100.526	2.626	0.971	1322.136	0.0	389.067	1.026	0.087	0.01	0.045
20220801	09	-5.25	111.75	53.35	0.016	68.296	291.729	29.393	-100.765	2.704	0.971	1322.136		389.564	1.071	0.113	0.009	0.04
20220801	09	-5.25	112.5	53.699	0.043	69.0	291.55	28.647	-101.024	2.79	0.971	1322.136	0.0	373.511	1.093	0.146	0.025	0.121
20220801	09	-5.25	113.25	53.203	0.112	69.685	291.381	27.921	-101.29	2.88	0.971	1322.136		159.964	1.081	0.14	0.068	0.337
20220801	09	-5.25	114.0	52.834	0.102	70.391	291.211	27.176	-101.579	2.98	0.971	1322.136	0.0	146.684	1.057	0.131	0.064	0.317
20220801	09	-5.25	114.75	52.506	0.061	71.078	291.05	26.451	-101.877	3.084	0.971	1322.136	0.0	270.702	1.031	0.12	0.04	0.196
20220801	09	-5.25	115.5	52.209	0.056	71.785	290.89	25.708	-102.201	3.199	0.971	1322.136		274.738	0.972	0.102	0.039	0.191
20220801	09	-5.25	116.25	51.742	0.012	72.473	290.737	24.985	-102.535	3.321	0.971	1322.136		307.236	0.883	0.087	0.009	0.04
20220801	09	-6.0	110.25	45.051	0.036	67.19	292.386	30.99	-101.713	2.58	0.971	1322.136	0.0	412.676	1.183	0.051	0.019	0.09
20220801	09	-6.0	111.0	47.078	0.058	67.89	292.188	30.246	-101.977	2.657	0.971	1322.136	0.0	394.116	1.158	0.068	0.032	0.156
20220801	09	-6.0	111.75	48.758	0.03	68.572	292.0	29.522	-102.247	2.737	0.971	1322.136	0.0	389.049	1.127	0.091	0.017	0.08
20220801	09	-6.0	112.5	50.418	0.063	69.273	291.812	28.78	-102.54	2.826	0.971	1322.136	0.0	377.884	1.124	0.123	0.037	0.181
20220801	09	-6.0	113.25	50.94	0.152	69.957	291.634	28.058	-102.84	2.918	0.971	1322.136	0.0	276.231	1.126	0.141	0.094	0.467
20220801	09	-6.0	114.0	51.217	0.12	70.66	291.455	27.317	-103.166	3.02	0.971	1322.136	0.0	256.551	1.088	0.14	0.077	0.382
20220801	09	-6.0	114.75	51.195	0.059	71.345	291.285	26.597	-103.501	3.126	0.971	1322.136	0.0	275.307	1.041	0.136	0.039	0.191
20220801	09	-6.0	115.5	50.76	0.084	72.05	291.115	25.859	-103.866	3.245	0.971	1322.136	0.0	277.778	0.979	0.116	0.059	0.291
20220801	09	-6.0	116.25	50.109	0.015	72.737	290.954	25.141	-104.243	3.37	0.971	1322.136	0.0	258.773	0.899	0.096	0.011	0.05
20220801	09	-6.75	110.25	39.463	0.02	67.482	292.679	31.131	-103.161	2.611	0.971	1322.136	0.0	365.44	1.597	0.074	0.011	0.05
20220801	09	-6.75	111.0	42.068	0.031	68.179	292.472	30.391	-103.455	2.69	0.971	1322.136	36.0	399.164	1.503	0.079	0.017	0.08
20220801	09	-6.75	111.75	43.438	0.036	68.858	292.275	29.672	-103.756	2.773	0.971	1322.136	0.0	396.96	1.359	0.086	0.021	0.101
