date	time	latitude	longitude	tcwv	reflectance	sza	saa	vza	vaa	am	epsilon	I0	elevation	ssrd_wm2	alpha	beta
20220817	21	-7.5	114.0	43.785		113.046	78.786	27.659	-106.331		0.977	1329.724	0.0	0.0	1.142	0.069
20220817	21	-7.5	114.75	46.678		112.327	78.749	26.949	-106.739		0.977	1329.724	0.0	0.0	1.166	0.073
20220817	21	-7.5	115.5	46.984		111.588	78.71	26.222	-107.182		0.977	1329.724	0.0	0.0	1.152	0.078
20220817	21	-7.5	116.25	47.326		110.868	78.669	25.516	-107.638		0.977	1329.724		0.0	1.119	0.082
20220817	21	-8.25	110.25	40.66		116.847	79.32	31.456	-105.98		0.977	1329.724	0.0	0.0	0.945	0.087
20220817	21	-8.25	111.0	40.621		116.108	79.28	30.726	-106.331		0.977	1329.724	0.0	0.0	1.035	0.106
20220817	21	-8.25	111.75	40.482		115.389	79.24	30.016	-106.69		0.977	1329.724	179.0	0.0	1.127	0.108
20220817	21	-8.25	112.5	39.73		114.65	79.196	29.289	-107.077		0.977	1329.724	450.0	0.0	1.175	0.104
20220817	21	-8.25	113.25	39.965		113.931	79.152	28.583	-107.475		0.977	1329.724	5.0	0.0	1.162	0.104
20220817	21	-8.25	114.0	41.4		113.192	79.105	27.859	-107.905		0.977	1329.724	520.0	0.0	1.062	0.09
20220817	21	-8.25	114.75	44.504		112.473	79.057	27.155	-108.347		0.977	1329.724	685.0	0.0	1.111	0.086
20220817	21	-8.25	115.5	44.066		111.734	79.006	26.435	-108.827		0.977	1329.724	307.0	0.0	1.16	0.088
20220817	21	-8.25	116.25	44.541		111.016	78.954	25.736	-109.321		0.977	1329.724	0.0	0.0	1.151	0.087
20220817	21	-9.0	110.25	37.471		116.982	79.689	31.639	-107.351		0.977	1329.724		0.0	0.829	0.094
20220817	21	-9.0	111.0	39.715		116.243	79.638	30.914	-107.728		0.977	1329.724		0.0	0.845	0.095
20220817	21	-9.0	111.75	41.113		115.525	79.586	30.21	-108.113		0.977	1329.724		0.0	0.894	0.085
20220817	21	-9.0	112.5	42.531		114.786	79.531	29.489	-108.53		0.977	1329.724		0.0	0.899	0.084
20220817	21	-9.0	113.25	43.805		114.068	79.476	28.788	-108.956		0.977	1329.724		0.0	0.935	0.088
20220817	21	-9.0	114.0	44.572		113.33	79.417	28.07	-109.417		0.977	1329.724		0.0	0.99	0.091
20220817	21	-9.0	114.75	46.152		112.611	79.359	27.373	-109.891		0.977	1329.724		0.0	1.033	0.099
20220817	21	-9.0	115.5	45.098		111.874	79.296	26.66	-110.405		0.977	1329.724		0.0	1.064	0.096
20220817	21	-9.0	116.25	44.564		111.156	79.234	25.967	-110.933		0.977	1329.724		0.0	1.042	0.092
